id,type,title,description,thumbnail,content_url,created_at,updated_at,album_id,artist,contributor,status
movie.manichitrathazhu,movie,Manichitrathazhu,"When a forbidden room in an old bungalow is unbolted, the spirit of a vengeful dancer is unleashed.",plex.movie.poster.manichithrathazhu.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 02:55:38.993638+00,2026-01-10 02:55:38.993638+00,,,,true
movie.manjummel.boys,movie,Manjummel Boys,"A group of friends get into a daring rescue mission to save their friend from Guna Caves, a perilously deep pit from where nobody has ever been brought back.",plex.movie.poster.manjummel.boys.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 02:33:49.464765+00,2026-01-10 02:33:49.464765+00,,,,true
movie.master,movie,Master,"An alcoholic professor is sent to a juvenile school, where he clashes with a gangster who uses the school children for criminal activities.",plex.movie.poster.master.tamil.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 03:23:39.423992+00,2026-01-10 03:23:39.423992+00,,,,true
movie.nadikar,movie,Nadikar,It follows the life of superstar David padikkal. David is a good actor but there comes a point in his life when he is forced to look inward to locate his real character and go beyond the facade of the star.,imdb.movie.poster.nadikar.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:23:37.770127+00,2026-01-10 01:23:37.770127+00,,,,true
movie.narivetta,movie,Narivetta,"A global examination of state-sanctioned violence through policing, exploring how power structures meant to protect citizens can transform into systems of control, particularly affecting marginalized communities.",imdb.movie.poster.narivetta.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:24:35.541394+00,2026-01-10 01:24:35.541394+00,,,,true
movie.neru,movie,Neru,"Sara, A blind girl is sexually harassed by an intruder. Her Family seeks help from Vijaya Mohan, A lawyer who hasn't practiced for years. With Her resilience and Vijaya Mohan's intelligence, they try to find justice in The Indian Legal System.",plex.movie.poster.neru.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 02:43:16.021314+00,2026-01-10 02:43:16.021314+00,,,,true
movie.odum.kuthira.chadum.kuthira,movie,Odum Kuthira Chadum Kuthira,"When his fiancée's dream leads to an accident on his wedding day, Aby wakes up from a coma to find himself torn between the past and present.",imdb.movie.poster.odum.kuthira.chaadum.kuthira.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:22:16.376729+00,2026-01-10 01:22:16.376729+00,,,,true
movie.officer.on.duty,movie,Officer on Duty,"A demoted police inspector investigates a counterfeit jewelry racket, becoming entangled in a dangerous web of crime that puts his life at stake.",imdb.movie.poster.officer.on.duty.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 02:27:09.161094+00,2026-01-10 02:27:09.161094+00,,,,true
movie.padakkalam,movie,Padakkalam,Four nerdy comic book enthusiasts find themselves in an unexpected adventure when their school's charming new professor turns their academic world upside down with supernatural events.,imdb.movie.poster.padakkalam.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:25:26.682289+00,2026-01-10 01:25:26.682289+00,,,,true
movie.pakalum.paathiravum,movie,Pakalum Paathiravum,"Michael, a wildlife photographer starts his journey from Kochi to Mysore with a hideous intent.",plex.movie.poster.pakalum.paathiravum.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 02:44:29.965386+00,2026-01-10 02:44:29.965386+00,,,,true
movie.pathaan,movie,Pathaan,"In the unfolding narrative, ""Pathaan,"" portrayed by Shah Rukh Khan, serves as an operative for India's external intelligence agency. He uncovers plans for an assault on India, orchestrated by a mercenary faction under the guidance of the formidable and enigmatic Jim (played by John Abraham), a character with a complex backstory. As time races against him, Pathaan's solitary potential partner in this high-stakes endeavor is Agent Rubai (Deepika Padukone). Together, they navigate a path littered with deception and devastation in their relentless pursuit of Jim.",plex.movie.poster.pathaan.hindi.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 04:36:42.906003+00,2026-01-10 04:36:42.906003+00,,,,true
movie.perumsni,movie,Perumani,Showcases the lives of the people in a village and the challenges they encounter.,imdb.movie.poster.perumani.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:26:20.598849+00,2026-01-10 01:26:20.598849+00,,,,true
movie.pk,movie,PK,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religious views on people.,plex.movie.poster.pk.hindi.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 04:34:04.011385+00,2026-01-10 04:34:04.011385+00,,,,true
movie.ponniyin.selvan.1,movie,Ponniyin Selvan 1,"Vandiyathevan crosses the Chola land to deliver a message from the Crown Prince Aditha Karikalan, while Kundavai attempts to establish political peace as vassals and petty chieftains plot against the throne.",plex.movie.poster.ponniyin.selvan.1.tamil.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 03:19:25.105157+00,2026-01-10 03:19:25.105157+00,,,,true
movie.ponniyin.selvan.2,movie,Ponniyin Selvan 2,"968 AD. The Pandyan assassins gather once again to destroy the Chola dynasty. Now the mighty Chola princes must fight the Pandyas, the Rashtrakutas and other Chola enemies who have joined forces. Also, at play are the rumours of Ponniyin Selvan’s death at sea, the powerful Pazhuvettarayar’s betrayal, and the tragic destiny of Aditha Karikalan, whose heart was long lost to the vengeful Nandini.",plex.movie.poster.ponniyin.selvan.2.tamil.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 03:18:25.204947+00,2026-01-10 03:18:25.204947+00,,,,true
movie.poster.chatha.pacha.the.ring.of.rowdies,movie,Chatha Pacha: The Ring of Rowdies,"In the heart of Fort Kochi, three brothers and their crew of unlikely misfits stumble into the wild world of WWE-style costumed wrestling. What begins as a scrappy hustle soon explodes into a riot of masks, egos, and full-blown madness, all set against the backdrop of a city that never plays by the rules. But can their brotherhood survive when the real fight begins outside the ropes?",plex.movie.poster.chatha.pacha.the.ring.of.rowdies.7e2v9p4,,2026-01-31 07:22:26.789065+00,2026-01-31 07:22:26.789065+00,,,,true
movie.premam,movie,Premam,A young man has three opportunities to find love. Will the third time be the charm?,imdb.movie.poster.premam.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:27:59.351204+00,2026-01-10 01:27:59.351204+00,,,,true
movie.prine.and.family,movie,Prince and Family,"Introverted bridal boutique owner, Prince, the town's most eligible bachelor, marries his polar opposite. Chaos and comedy ensue as their contrasting personalities clash in rural Kerala.",imdb.movie.poster.prince.and.family.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:29:12.831229+00,2026-01-10 01:29:12.831229+00,,,,true
movie.pushpa.2.the.rule,movie,Pushpa 2: The Rule,"A smuggling kingpin faces off against a vengeful rival while manipulating politics, making big deals, and navigating tense confrontations. A public apology leads to a dramatic showdown, ending with challenge.",plex.movie.poster.pushpa.2.the.rule.telugu.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 03:49:49.395489+00,2026-01-10 03:49:49.395489+00,,,,true
movie.pushpa.the.rise,movie,Pushpa: The Rise,"A labourer rises through the ranks of a red sandalwood smuggling syndicate, making some powerful enemies in the process.",plex.movie.poster.pushpa.the.rise.telugu.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 03:48:52.66324+00,2026-01-10 03:48:52.66324+00,,,,true
movie.puthiya.mugham,movie,Puthiya Mugham,"Krishnakumar, who pursues a career as a percussionist and teaches the mridangam, joins an engineering college in Kochi city. When Anjana, a fellow student, falls in love with him, his life takes a turn as her fiancé, Sudhi, attacks him out of jealousy.",plex.movie.poster.puthiya.mugham.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:30:18.013709+00,2026-01-10 01:30:18.013709+00,,,,true
movie.rekhachithram,movie,Rekhachithram,"Having recently served a suspension for gambling online while on duty, Circle Inspector Vivek Gopinath rejoins the police force and is looking to reclaim lost honour. Awaiting him is a 40 year old, unresolved murder mystery with a faceless victim.",imdb.movie.poster.rekhachithram.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:31:13.726945+00,2026-01-10 01:31:13.726945+00,,,,true
movie.rrr,movie,RRR,A fearless warrior on a perilous mission comes face to face with a steely cop serving British forces in this epic saga set in pre-independent India.,plex.movie.poster.rrr.telugu.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 03:47:40.099623+00,2026-01-10 03:47:40.099623+00,,,,true
movie.salaar,movie,Salaar,"Set in the fictional dystopian city-state of Khansaar, the film follows the friendship between Deva, a tribesman, and Varadha, the prince of Khansaar. When a coup d'état is planned by his father's ministers and his relatives, Varadha enlists Deva's help to become Khansaar's undisputed ruler.",plex.movie.poster.salaar.telugu.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 03:51:11.435494+00,2026-01-10 03:51:11.435494+00,,,,true
movie.sarkeet,movie,Sarkeet,"In a distant land, Balu and Stephy struggle to balance work, parenting their spirited son with ADHD, and holding their relationship together. When a worn-out stranger enters their lives, a fleeting connection sparks unexpected change in just one day.",imdb.movie.poster.sarkeet.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:32:37.61042+00,2026-01-10 01:32:37.61042+00,,,,true
movie.sarvam.maya,movie,Sarvam Maya,A young Hindu priest's peaceful life is disrupted when he meets a spirit. What starts as a supernatural challenge evolves into a profound journey that tests his faith and makes him question everything he knows.,plex.movie.poster.sarvam.maya.malayalam.7e2v9p4,"[{""url"":""https://pixovia.free.nf/movie/sarvam.maya.2025/1080p/malayalam"",""title"":""Malayalam HQ""},{""url"":""https://pixovia.free.nf/movie/sarvam.maya.2025/1080p/tamil"",""title"":""Tamil HQ""},{""url"":""https://pixovia.free.nf/movie/sarvam.maya.2025/1080p/kannada"",""title"":""Kannada HQ""},{""url"":""https://pixovia.free.nf/movie/sarvam.maya.2025/720p/malayalam"",""title"":""Malayalam 720P""},{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 02:46:06.045787+00,2026-01-10 02:46:06.045787+00,,,,true
movie.spider.man,movie,Spider-Man,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",plex.movie.poster.spider.man.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 05:23:18.123442+00,2026-01-10 05:23:18.123442+00,,,,true
movie.spider.man.2,movie,Spider-Man 2,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,plex.movie.poster.spider.man.2.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 05:24:34.261696+00,2026-01-10 05:24:34.261696+00,,,,true
movie.spider.man.3,movie,Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",plex.movie.poster.spider.man.3.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 05:25:12.918651+00,2026-01-10 05:25:12.918651+00,,,,true
movie.spider.man.across.spider.verse,movie,Spider-Man: Across the Spider-Verse,"Traveling across the multiverse, Miles Morales meets a new team of Spider-People, made up of heroes from different dimensions. But when the heroes clash over how to deal with a new threat, Miles finds himself at a crossroads.",plex.movie.poster.spider.man.across.spider.verse.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 05:49:43.009196+00,2026-01-10 05:49:43.009196+00,,,,true
movie.spider.man.beyond.the.spider.verse,movie,Spider-Man: Beyond the Spider-Verse,"Taking place right after the events of Spider-Man: Across the Spider-Verse, Gwen Stacy leads the newly reformed Spider-Gang in a race against the Spider-Society, led by Miguel O'Hara, to find Miles Morales, who is trapped in the home dimension of the spider that bit him, along with an alternate version of himself as the Prowler, while the Spot begins his deadly attack in his dimension with far-reaching multiverse consequences.",plex.movie.poster.spider.man.beyond.the.spider.verse.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 05:22:01.294256+00,2026-01-10 05:22:01.294256+00,,,,true
movie.spider.man.far.from.home,movie,Spider-Man: Far From Home,"Our friendly neighborhood Super Hero decides to join his best friends Ned, MJ, and the rest of the gang on a European vacation. However, Peter's plan to leave super heroics behind for a few weeks are quickly scrapped when he begrudgingly agrees to help Nick Fury uncover the mystery of several elemental creature attacks, creating havoc across the continent.",plex.movie.poster.spider.man.far.from.home.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 05:28:57.464654+00,2026-01-10 05:28:57.464654+00,,,,true
movie.spider.man.homecoming,movie,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",plex.movie.poster.spider.man.homecoming.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 05:28:04.185577+00,2026-01-10 05:28:04.185577+00,,,,true
movie.spider.man.into.the.spider.verse,movie,Spider-Man: Into the Spider-Verse,"Phil Lord and Christopher Miller, the creative minds behind The Lego Movie and 21 Jump Street, bring their unique talents to a fresh vision of a different Spider-Man Universe, with a groundbreaking visual style that's the first of its kind. ""Spider-Man(TM): Into the Spider-Verse"" introduces Brooklyn teen Miles Morales (Shameik Moore), and the limitless possibilities of the Spider-Verse, where more than one can wear the mask.",plex.movie.poster.spider.man.into.spider.verse.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 05:48:32.905521+00,2026-01-10 05:48:32.905521+00,,,,true
movie.spider.man.no.way.home,movie,Spider-Man: No Way Home,"Peter Parker's secret identity is revealed to the entire world. Desperate for help, Peter turns to Doctor Strange to make the world forget that he is Spider-Man. The spell goes horribly wrong and shatters the multiverse, bringing in monstrous villains that could destroy the world.",plex.movie.poster.spider.man.no.way.home.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 05:29:54.181008+00,2026-01-10 05:29:54.181008+00,,,,true
movie.stree,movie,Stree,"In the small town of Chanderi, the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s.",plex.movie.poster.stree.hindi.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 04:38:51.530015+00,2026-01-10 04:38:51.530015+00,,,,true
movie.sumathi.valavu,movie,Sumathi Valavu,"A haunted curve in Kerala, named after Sumathi's tragic death, draws various people into supernatural encounters. As they experience strange events, the mystery of Sumathi and the road's dark history unfolds.",imdb.movie.poster.sumathi.valavu.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:34:01.558345+00,2026-01-10 01:34:01.558345+00,,,,true
movie.thalaivan.thalaivii,movie,Thalaivan Thalaivii,"Two headstrong lovers navigate a turbulent relationship where passion and conflict intertwine, creating an intense emotional bond through their shared journey.",imdb.movie.poster.thalaivan.thalaivii.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:37:38.931308+00,2026-01-10 01:37:38.931308+00,,,,true
movie.thalavan,movie,Thalavan,"The intense rivalry between two police officers—CI Jayashankar and SI Karthik takes a dark turn when a body is found in Jayashankar’s house, and he becomes the prime suspect in a murder investigation, which is led by Karthik, adding a layer of tension to their already strained relationship.",imdb.movie.poster.thalavan.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:35:08.720692+00,2026-01-10 01:35:08.720692+00,,,,true
movie.thalavara.mayalam,movie,Thalavara,"Mocked for his vitiligo, Jyothish has spent years hiding from the world-until love and a daring dream to act pull him into the light. But when rejection and cruelty test him, he discovers that real victory isn't fame or approval, but the courage to stand up, unbroken, and redefine what makes him extraordinary.",imdb.movie.poster.thalavara.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:36:07.634023+00,2026-01-10 01:36:07.634023+00,,,,true
movie.the.amazing.spider.man,movie,The Amazing Spider-Man,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",plex.movie.poster.the.amazing.spider.man.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 05:26:24.417349+00,2026-01-10 05:26:24.417349+00,,,,true
movie.the.amazing.spider.man.2,movie,The Amazing Spider-Man 2,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",plex.movie.poster.the.amazing.spider.man.2.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 05:27:05.19859+00,2026-01-10 05:27:05.19859+00,,,,true
movie.the.bad.guys.2,movie,The Bad Guys 2,"The Bad Guys are struggling to find trust and acceptance in their newly minted lives as Good Guys, when they are pulled out of retirement and forced to do ""one last job"" by an all-female squad of criminals.",plex.movie.poster.the.bad.guys.2.7e2v9p4,"[{""id"":""movie.the.bad.guys.2.english.7e2v9p4"",""title"":""English""},{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-07 11:18:00.410406+00,2026-01-07 11:18:00.410406+00,,,,true
movie.thudarum,movie,Thudarum,"In the quiet hill town of Ranni, humble taxi driver Shanmughan treasures one thing above all - his aging Ambassador car. When fate puts him to the test, he must prove just how far he'll go for what he holds dear.",imdb.movie.poster.thudarum.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:39:18.27632+00,2026-01-10 01:39:18.27632+00,,,,true
movie.thunivu,movie,Thunvu,"Thunivu is a mystery thriller movie that begins with a bank robbery, which leads to a sense of revenge against the government and the police. They threaten the government and police that if they let them go out without any trouble, they will not do any harm to the hostages over there. If they make any trouble, they will kill all the hostages. Some of the gang members stay outside to support them as they run away.",plex.movie.poster.thunivu.tamil.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 03:25:55.70376+00,2026-01-10 03:25:55.70376+00,,,,true
movie.ustad.hotel,movie,Ustad Hotel,"An urbane chef from a well-to-do family with very high ambitions goes on to find approval from his conservative father, true love and the real purpose of his life.",plex.movie.poster.ustad.hotel.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 02:50:44.726164+00,2026-01-10 02:50:44.726164+00,,,,true
movie.vaazha.2,movie,Vaazha 2,Four friends labeled as losers and troublemakers embark on an emotional journey of self-discovery as they face mounting social pressure. They learn to embrace their responsibilities and find success on their own terms.,plex.poster.vaazha.2.xmz8u7y,"[{""url"":""https://pixovia.free.nf/movie/player/t.html?id=movie.vaazha.2"",""title"":""Theator Print""},{""url"":""https://pixovia.free.nf/movie/vaazha.2/"",""title"":""Print -Server 2""},{""url"":""https://www.youtube.com/playlist?list=PLAtgiIfuWGZsEuPlLT5KzH1vc1uXiO6LL"",""title"":""YouTube Playlist""}]",2026-04-09 12:35:09.238+00,2026-04-09 12:35:09.238+00,,,,false
movie.vaazha.biopic.of.a.billion.boys,movie,Vaazha: Biopic of a Billion Boys,"Four friends deemed 'losers' face immense pressure from parents and society upon entering adulthood. Their emotional tale sees them embark on a journey of self-discovery and acceptance, where love ultimately triumphs over judgment.",plex.movie.poster.vazha.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:45:29.128881+00,2026-01-10 01:45:29.128881+00,,,,true
movie.vala.story.of.bangle,movie,Vala: The Story of a Bangle,"A jewelry piece sparks chaos in modern relationships. A bangle triggers family conflict and emotional strain, showing how minor items can create major impact.",imdb.movie.poster.vala.story.of.a.bangle.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:40:05.106755+00,2026-01-10 01:40:05.106755+00,,,,true
movie.vellam,movie,vellam,"An alcoholic is left stranded by society, friends and family until he successfully completes his de-addiction. Will they accept him when he is clean and sober?",plex.movie.poster.vella.malayalam.7e2v9p4,"[{""id"":"""",""title"":""Malayalam""},{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-04 05:29:21.811828+00,2026-01-04 05:29:21.811828+00,,,,true
movie.vikram,movie,Vikram,"Amar is assigned to investigate a case of serial killings. When Amar investigates the case, he realizes it is not what it seems to be and following down this path will lead to nothing but war between everyone involved.",plex.movie.poster.vikram.tamil.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 03:21:59.57931+00,2026-01-10 03:21:59.57931+00,,,,true
movie.vismayathumbathu,movie,Vismayathumbathu,A soul in search of herself.,imdb.movie.poster.vismayathumbathu.malayalam.7e2v9p4,"[{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 01:42:23.935682+00,2026-01-10 01:42:23.935682+00,,,,true
song.jaalakari.balti.mayalam.9q4j2m7,audio,Jaalakaari,,jalakari.malayalam,"{""id"":""song.malayalam.mp3.jalakari.balti.movie.9q4j2m7""}",2026-01-04 08:25:07.756772+00,2026-01-04 08:25:07.756772+00,,,,true
song.malayalam.hridayvathil.hridayapoorvam.9q4j2m7,audio,Hridayavathil,,hridayapoorvam.malyalam.album.thumbnail.9q4j2m7,"{""id"":""song.malayalam.mp3.hridayathil.hridayam.movie.9q4j2m7""}",2026-01-04 07:09:02.787024+00,2026-01-04 07:09:02.787024+00,rockstargames.contents.3m9z4b6,"[{""name"":""Justin Prabhakaran"",""avatar"":""https://is1-ssl.mzstatic.com/image/thumb/Features211/v4/19/75/64/19756474-bc83-669f-7cbd-59711b6e5a22/mza_6918878938616486611.png/800x800vb.webp"",""country"":""IN"",""main_lang"":""Malayalam""},{""name"":""S.P. Charan"",""avatar"":""https://i.scdn.co/image/ab6761610000e5eb51edae3c6c669b66d1c2d34e"",""country"":""IN"",""main_lang"":""Malayalam""},{""name"":""Manu Manjith"",""avatar"":""https://s.saregama.tech/image/c/m/8/a5/8b/manu-manjith_1642064984.jpg"",""country"":""IN"",""main_lang"":""Malayalam""}]",,true
song.malayalam.kalyani.9q4j2m7,audio,Kalayani,,kalyani.song.thumbnail.zq73iwx,"{""id"":""kalayani.malayalam.song.p0dbclo""}",2026-03-09 07:44:46.800853+00,2026-03-09 07:44:46.800853+00,,"[{""name"":""ARJN"",""avatar"":""https://i.scdn.co/image/ab6761610000e5ebbdc56a7bca6e6e711875285d"",""country"":""IN"",""main_lang"":""Malayalam""},{""name"":""KDS"",""avatar"":""https://c.saavncdn.com/artists/KDS_000_20251212124025_500x500.jpg"",""country"":""IN"",""main_lang"":""Malayalam""},{""name"":""FIFTY4"",""avatar"":""https://i.scdn.co/image/ab67616100005174093849a1801f2031710f54e1"",""country"":""IN"",""main_lang"":""Malayalam""},{""name"":""RONN"",""avatar"":""https://i.scdn.co/image/ab67616100005174e291d8577d3e0d4aa8593a9b"",""country"":""IN"",""main_lang"":""Malayalam""}]",,true
song.malayalam.puthu.mazha.9q4j2m7,audio,Puthu Mazha,,puthu.mazha.thumb.ibc7as6,"{""id"":""puthu.mazha.osyev7g""}",2026-03-09 07:51:13.465493+00,2026-03-09 07:51:13.465493+00,,"[{""name"":""Justin Prabhakaran"",""avatar"":""https://is1-ssl.mzstatic.com/image/thumb/Features211/v4/19/75/64/19756474-bc83-669f-7cbd-59711b6e5a22/mza_6918878938616486611.png/800x800vb.webp"",""country"":""IN"",""main_lang"":""Malayalam""},{""name"":""Shakthisree Gopalan"",""avatar"":""https://i.scdn.co/image/ab6761610000e5eba4aed358506f8ced29af53a5"",""country"":""IN"",""main_lang"":""Mal, Tam, Tel, Kan, Eng""},{""name"":""Manu Manjith"",""avatar"":""https://s.saregama.tech/image/c/m/8/a5/8b/manu-manjith_1642064984.jpg"",""country"":""IN"",""main_lang"":""Malayalam""}]",,true
web.series.i.love.la,movie,I Love LA,"A codependent friend group navigates life and love in Los Angeles. With aspirations of becoming a talent manager, Maia is stalled out as an assistant while living with her boyfriend...until her longtime best friend and frenzied influencer Tallulah returns.",plex.movie.poster.i.love.la.7e2v9p4,"[{""id"":""i.love.la.web.series.s1.e1.english.7e2v9p4"",""title"":""S01 EP01""},{""url"":""https://t.me/TGMovies3Bot"",""title"":""Telegram bot for all quality and lang.""}]",2026-01-10 06:19:38.342985+00,2026-01-10 06:19:38.342985+00,,,,true
